text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges,text_en
"Jestem namiętną osobą w odkrywaniu dzikich i świadków dzikich stworzeń w ich naturalnym środowisku.Moja pasja polega na podróży do parków narodowych i ochronie dzikich zwierząt, co czyni mnie zainteresowaniem odwiedzaniem miejsc takich jak rezerwy przyrody i chodzenie na safari.","Planuję swoją wycieczkę na lipiec. Będzie trwała 10 dni, od 5 lipca do 15 lipca.",1,1,1,1,1,1,1,1,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,5,1,1,4,1,2,"I am an enthusiast of wild nature and I love to observe wild animals in their natural environment.My hobby is a safari, exploration of national parks and taking care of protecting wild fauna.I most often spend my free time in places where I can admire wild nature and participate in Safari."
"Jestem pasjonatem sportu, który preferuje aktywność fizyczną podczas zwiedzania. Moje hobby to jogging po parkach miejskich. Wolny czas najchętniej spędzam na świeżym powietrzu, odkrywając nowe miejsca podczas biegania.",Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,3,2,2,2,4,4,5,3,2,3,4,2,3,2,1,1,2,1,1,2,1,1,1,3,3,2,1,3,4,3,2,1,1,3,2,1,2,1,4,3,2,2,3,3,3,2,1,3,2,4,3,3,4,"I am passionate about sport who prefers physical activity while sightseeing.My hobby is jogging in city parks.I spend my free time in the fresh air, discovering new places while running."
"Jestem pasjonatem historii Polski. Moje hobby to zgłębianie dziejów kraju, zwiedzanie miejsc związanych z polską historią, czytanie literatury historycznej oraz eksploracja zabytków. Wolny czas najchętniej spędzam w muzeach historycznych, zamkach, klasztorach, miejscach związanych z polskimi bohaterami oraz śladami ważnych wydarzeń historycznych.","Planuję swoją wycieczkę na maj. Będzie trwała 10 dni, od 15 maja do 25 maja.",1,2,1,1,1,1,1,1,1,3,2,1,3,1,3,2,3,5,5,4,3,1,2,3,5,4,4,5,5,5,4,3,2,4,3,2,1,3,3,3,3,4,5,4,5,3,1,1,1,2,4,5,3,"I am passionate about the history of Poland.My hobby is exploring the history of the country, visiting places related to Polish history, reading historical literature and exploring monuments.I spend my free time in historical museums, castles, monasteries, places related to Polish heroes and traces of important historical events."
Jestem fanem akwarium. Najczęściej spędzam wolny czas w akwariach i nad morzem. Moje hobby obserwuje podwodne życie.,Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,4,1,3,1,2,1,3,4,5,5,2,3,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,4,2,1,2,2,2,2,1,1,4,5,2,3,2,3,I am a fan of aquarium.My hobby is watching underwater life.I most often spend my free time in aquariums and at the seaside.
"Lubię spędzać wolny czas na zewnątrz, zanurzając się w lokalnej kulturze i tradycjach, a także cieszę się lokalną kuchnią i sztuką ludową.Moja pasja polega na odkrywaniu przygód i egzotycznych miejsc docelowych.","Planuję długą wycieczkę trwającą około miesiąca, która rozpocznie się za pół roku.",3,4,3,2,3,4,2,1,4,4,5,4,3,2,2,3,3,4,4,3,3,4,2,4,4,3,2,3,2,3,3,3,2,4,2,3,3,4,4,4,5,3,4,3,4,2,2,4,3,3,4,4,3,"I am a lover of adventures and exotic travels.I most often spend my free time on outdoor activities, discovering local culture and tradition.I am also interested in local cuisine and folk art."
"Moja pasja do autostopu jest dopasowana do moich zainteresowań w historii sztuki, architekturze i odkrywaniu małych miasteczek.Lubię zwiedzać lokalne galerie sztuki, turystyczne muzea i spędzać wolny czas na pobliskich drogach podczas wizyty w różnych miejscach kulturalnych lub uczestniczenie w wydarzeniach społecznych.","Planuję dłuższą podróż autostopem na 10 dni, od 10 do 20 lipca 2024 roku.",2,1,1,2,1,1,1,1,3,4,3,3,5,2,1,2,3,4,4,3,2,1,1,3,4,2,1,2,2,3,2,2,1,3,2,3,2,4,2,3,5,2,4,4,5,1,1,1,1,1,3,4,3,"I am a hitchhiking lover with interests in the field of art history.I love to discover new places, gain experience traveling by hitchhiking, at the same time I am passionate about art history and architecture.The hobby is the exploration of small towns, visiting art museums, photographing architecture and learning about local artistic traditions.I most often spend my free time on hitchhiking routes, in small art galleries and participating in local culture festivals."
". Jako aktywna osoba zwykle szukam miejsc oferujących wiele atrakcji i możliwości spędzenia czasu.Podróże to dla mnie niesamowita przygoda, uwielbiam odkrywać nowe miejsca i doświadczać różnych kultur","Jestem elastyczną osobą i gotową podróżować o różnych porach roku. Unikam jednak okresów największych tłumów, więc preferuję podróże poza sezonem szczytowym.",4,4,3,3,4,4,3,2,4,4,5,4,3,3,2,3,5,4,4,3,3,2,2,5,4,3,3,4,3,3,3,3,2,4,3,3,4,3,4,5,4,3,5,4,5,3,3,4,4,4,5,5,4,"Travels are an amazing adventure for me, I love to discover new places and experience different cultures.As an active person, I usually look for places offering many attractions and opportunities to spend time."
"Jestem turystką, która uwielbia aktywność fizyczną i sport. Podczas podróży poszukuję miejsc, gdzie mogę połączyć przyjemność z ruchem i ciekawe atrakcje sportowe.","Planuję swoją wycieczkę na lipiec. Będzie trwała 10 dni, od 15 lipca do 24 lipca.",3,4,4,2,4,5,5,1,3,4,4,5,3,3,1,2,3,2,2,1,1,2,1,3,3,3,1,2,3,2,2,1,1,2,1,1,2,2,4,3,2,1,3,3,3,1,2,4,3,4,5,3,3,"I am a tourist who loves physical activity and sport.While traveling, I am looking for places where I can combine pleasure with movement and interesting sports attractions."
Gdzie mogę zobaczyć miniaturowe wersje słynnych budynków i wykorzystać niektóre z tych atrakcji?.Jestem turystą szukającym miniaturowych parków i atrakcji rozrywkowych,"Preferuję podróże w okresach, gdy pogoda sprzyja zwiedzaniu parków rozrywki i atrakcji zewnętrznych.",5,4,4,5,3,3,3,2,3,4,4,4,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,4,3,4,3,3,2,3,3,3,2,2,4,4,3,4,3,4,I am a tourist who wants to see miniature parks and entertainment attractions.I am interested in places where I can admire the miniatures of known buildings and use various entertainment attractions.
".Lubię odkrywać nowe kuchnię, zanurzać się w tradycyjnych potrawach i uczestniczyć w kulinarnych festiwalach.Uwielbiam eksperymentować z jedzeniem i znajdować prawdziwe przepisy, a także spędzać wolny czas w lokalnych restauracjach, targach spożywczych i wydarzeniach kulinarnych.Moja pasja polega na gotowaniu i kulinarnych tradycjach mojej społeczności","Planuję krótką wycieczkę na 4 dni, od 8 do 11 lipca 2024 roku.",1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,"I am a lover of culinary and local gastronomic culture.My interests focus on trying new dishes, discovering traditional flavors and participation in culinary festivals.The hobby is experimental cooking and the search for authentic recipes.I spend my free time at local restaurants, at food fair and in culinary workshops."
".Zwykle podróżuję do miejsc o silnym i unikalnym stylu architektonicznym.Mój czas wolny składa się z częstych muzeów, zabytków i uczestnictwa w lokalnych wydarzeniach kulturalnych.Mam pasję do odkrywania dziedzictwa kulturowego, architektury i historii mojej społeczności","Planuję swoją wycieczkę na maj. Będzie trwała 10 dni, od 5 maja do 15 maja.",2,3,2,1,2,1,2,1,2,3,4,3,3,2,1,2,4,4,5,3,2,1,2,4,5,4,3,4,3,4,3,2,1,3,1,1,2,3,4,4,4,2,5,4,5,2,3,3,2,3,4,5,3,"I am fascinated by cultural heritage, history and architecture.My hobby includes visiting museums, monuments, as well as participation in local cultural events.I most often spend my free time discovering places with a rich history and characteristic architecture."
"Mój zawód jako trenera fitness polega na czerpaniu przyjemności z eksploracji raf koralowych i utrzymaniu dobrego zdrowia.Lubię spędzać wolny czas na ćwiczeniach i treningu pod wodą, obserwując kolorowe ryby i zwierzęta wokół basenu.",Moja wycieczka odbędzie się od 8 lipca do 23 lipca 2023 roku.,2,1,5,1,4,3,4,1,2,4,5,5,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,2,1,2,1,1,2,5,1,2,1,1,"I am a fitness trainer with passion for diving, especially in places with coral reefs.My hobby is maintaining physical condition and exploration of the underwater world.I most often spend my free time in fitness and under water training, admiring colorful reefs and their inhabitants."
"Jestem turystką, która pragnie zobaczyć parki miniatur i atrakcje rozrywkowe. Interesują mnie miejsca, gdzie mogę podziwiać miniatury znanych budowli oraz korzystać z różnorodnych atrakcji rozrywkowych.","Preferuję podróże w okresach, gdy pogoda sprzyja zwiedzaniu parków rozrywki i atrakcji zewnętrznych.",5,4,4,5,3,3,3,2,3,4,4,4,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,4,3,4,3,3,2,3,3,3,2,2,4,4,3,4,3,4,I am a tourist who wants to see miniature parks and entertainment attractions.I am interested in places where I can admire the miniatures of known buildings and use various entertainment attractions.
Moja pasja do podróży polega na przyjęciu nieoczekiwanych i odkrywania nowych miejsc w moim codziennym życiu.,"Preferuję podróże poza sezonem, aby uniknąć tłumów. Lubię zarówno ciepłe letnie wyjazdy, jak i zimowe eskapady na narty, aby doświadczyć różnorodności sezonów.",4,5,3,4,3,3,4,3,3,5,4,5,3,3,3,3,3,5,5,4,4,3,3,5,5,4,3,3,3,4,4,3,3,5,3,5,4,3,4,5,5,4,5,4,5,4,3,4,4,5,5,5,5,"I love traveling, especially spontaneous ones, where every day can be full of surprises.I plan, but I always leave some space to discover unknown places and flavors."
"Najlepsze miejsca na spędzenie wolnego czasu to sklepy gadżetowe, konwencje anime, muzea i galerie, w których mogę docenić wyjątkowe zwyczaje i atmosferę Japonii.Lubię oglądać programy, czytać mangę, zbierać figurki i uczestniczyć w wydarzeniach związanych z kulturą japońską..Moja miłość do anime i kultury japońskiej jest ogromna","Planuję swoją wycieczkę na lipiec. Będzie trwała 8 dni, od 8 lipca do 15 lipca.",2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,3,1,1,1,1,2,1,1,"I am passionate about anime and Japanese culture.My hobby is watching anime, reading manga, collecting figurines and participating in events related to Japanese culture.I most often spend my free time in gadget stores, at anime conventions and in places where I can experience the authentic atmosphere of Japan."
"Sugerowałbym miejsca z bogatym dziedzictwem kulturowym i przyjazną atmosferą, aby zanurzyć się w lokalnej kulturze i odkrywać kulinarne zachwyty świata.Jestem podróżnikiem, który lubi odkrywać nowe kultury i kuchni, jednocześnie ciesząc się fascynującą historią i tradycjami kulturowymi.",Planuję podróż w okresie od 1 lipca do 15 lipca 2023 roku.,4,4,3,3,3,3,4,2,3,4,5,4,3,3,3,3,4,5,5,4,4,3,3,4,4,3,2,4,3,3,4,3,2,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,5,4,I am a tourist who loves to learn about the different cultures and flavors of the world.I am looking for places that offer unique culinary experiences and a fascinating history.I prefer places with a rich cultural heritage and an atmosphere conducive to discovering local traditions.
" Spędzam wolny czas na zajęciach rekreacyjnych, takich jak surfowanie, wspinaczka górska i skoki bungee. Po intensywnych zajęciach chętnie spoczywam na naturalnych oazach. Wolę miejsca oferujące możliwości ekstremalnych doświadczeń..Jestem zapalonym miłośnikiem sportów ekstremalnych","sierpień 2023, 10 dni.",1,2,4,1,2,5,3,5,2,4,5,5,1,3,1,2,2,1,1,2,1,1,1,2,3,3,4,2,4,3,2,3,2,3,1,1,1,1,3,2,1,2,2,2,2,1,1,3,4,1,4,3,3,"I am an avid lover of extreme sports.I spend my free time on recreational activities such as surfing, mountain climbing and bungee jumping.I prefer places offering the possibilities of extreme experiences.After intensive activities, I willingly rest in natural oases."
"Mam pasję do odkrywania życia morskiego i otoczenia niesamowitych stworzeń, szczególnie tych, które zamieszkują rafy..W czasie wolnego eksploruję zanurzone wody jako turysta i lubię odkrywać podwodny świat","Planuję swoją wycieczkę na wrzesień. Będzie trwała 8 dni, od 5 września do 12 września.",1,1,2,1,1,1,1,1,1,4,5,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,4,1,3,2,1,"I am a tourist who loves wild nature and underwater diving.My hobby is discovering underwater ecosystems and observing the diversity of marine life.I spend my free time under water, exploring mysterious reefs and the depths of the ocean."
"Jestem miłośnikiem książek i sztuki, a moje zainteresowania koncentrują się głównie na literaturze i rysunku mangi.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,3,3,4,2,3,3,3,2,1,1,1,2,3,2,2,"I am a lover of books and art, and my interests focus mainly on the literature and drawing of the manga.I most often spend my free time in atmospheric cafes with a good reader or working on my own drawing projects."
".Moje zainteresowanie polega na sporcie, a zwłaszcza w zajęciach motoryzacyjnych.Jestem pasjonatem śledzenia sportu, szczególnie motorowego i eksploracji historii motoryzacyjnej poprzez podróż i obserwację.Lubię spędzać wolny czas na torach wyścigowych i odwiedzać muzea motoryzacyjne, aby oglądać unikalne samochody","Planuję swoją wycieczkę na lipiec. Będzie trwała 4 dni, od 8 lipca do 12 lipca.",1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,"I am passionate about sport and automotive.My hobby is tracking various sport disciplines, especially motorsport, and exploration of places related to the history of motoring.I spend my free time on racing tracks and in automotive museums, where I can admire unique cars."
"Jestem fanem sportów ekstremalnych z pasją do pisania poezji. Moje zainteresowania obejmują adrenaliniowe aktywności, takie jak surfing, snowboarding oraz motocross, równocześnie fascynuję się poezją jako formą wyrażania uczuć i doświadczeń. Hobby to uczestnictwo w zawodach ekstremalnych, eksploracja nowych tras i pisarstwo poezji inspirującej się doświadczeniami związanych z ekstremalnymi sportami. Wolny czas najchętniej spędzam na falach, stokach górskich i tworzeniu poetyckich kompozycji.","Planuję dłuższą wycieczkę ekstremalną na 7 dni, od 20 do 27 sierpnia 2024 roku.",2,1,4,1,1,3,1,5,1,3,4,5,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,"I am a fan of extreme sports with a passion for writing poetry.My interests include adrenaline activities such as surfing, snowboarding and motocross, at the same time I am fascinated by poetry as a form of expressing feelings and experiences.The hobby is participation in extreme competitions, exploration of new routes and writing poetry inspired by experiences related to extreme sports.I spend my free time on the waves, mountain slopes and creating poetic compositions."
"Lubię angażować się w aktywność fizyczną, szczególnie bieganie i uczestnictwo w wydarzeniach sportowych w parkach miejskich..Ponadto lubię odkrywać nowe miejsca i włączać ruch do mojego stylu życia",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,1,2,3,2,5,2,1,2,3,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,3,2,2,2,1,1,2,1,1,1,1,4,2,2,1,3,2,3,1,1,2,2,1,3,2,3,"I am passionate about sport and physical activity.My interests focus on jogging on city parks and participation in sporting events.I most often spend my free time on physical activities, and I combine visiting places with movement and a healthy lifestyle."
"Jako smakosz, mam silną pasję do odkrywania lokalnej kuchni i wypróbowywania tradycyjnych potraw..Moje hobby obejmują testowanie nowych przepisów, odkrywanie lokalnych rynków żywności i spędzanie czasu w autentycznych restauracjach, aby spróbować unikalnych potraw z różnych regionów","Planuję krótką wycieczkę na 4 dni, od 8 do 11 listopada 2024 roku.",2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,1,1,1,1,1,2,2,1,"I am passionate about culinary and a gourmet.My interests focus on discovering local cuisines, participating in tasting and cooking traditional dishes.The hobby is experimenting with the new regulations, the search for local food markets and learning about the culinary traditions of the places I visit.I spend my free time in authentic restaurants, tasteing unique dishes from various regions."
